         x         y         z
     1.571     0.061     0.998
    -0.719     1.258    -0.203
    -1.269    -0.478    -0.848
     1.432     1.348     0.219
     1.777     1.512     0.057
    -1.275     1.083    -0.449
     0.952     0.504     0.714
     0.251    -0.332     0.235
    -1.266     0.856    -0.625
     1.477     1.174     0.385
     0.942     0.929     0.484
     0.627    -0.676     0.457
    -1.106     0.390    -0.827
     0.967    -0.936     0.488
    -1.922     1.229    -0.315
     0.505     1.295     0.132
     1.528     1.692    -0.120
    -0.406     0.584    -0.329
    -0.636    -1.192    -0.220
     0.306     1.420     0.045
     0.808     0.428     0.658
     0.073    -0.422     0.066
    -0.619    -0.386    -0.537
    -0.456     1.338    -0.102
    -1.682     0.642    -0.796
     1.018     0.965     0.484
    -1.246    -1.127    -0.407
    -1.422    -0.374    -0.921
     0.550     1.355     0.112
    -1.827    -0.955    -0.559
    -1.678     0.674    -0.777
     1.636    -1.692    -0.121
    -0.668     0.094    -0.616
    -0.234     1.346    -0.052
    -1.182    -1.608     0.035
     0.231     1.934    -0.081
     1.325     0.476     0.862
    -0.743    -1.700     0.087
    -1.545    -0.625    -0.810
     1.899     0.643     0.758
    -1.124     1.335    -0.211
    -0.551     0.253    -0.507
    -1.630    -0.373    -0.930
    -0.654     1.407    -0.099
     0.777    -0.325     0.665
     1.844     0.715     0.727
     0.280    -1.350     0.060
    -1.155    -1.292    -0.252
     1.971     0.937     0.545
     1.516     1.008     0.533
    -0.399     1.854     0.109
    -1.261     0.099    -0.948
    -1.570     0.594    -0.829
    -1.228     1.136    -0.397
    -1.122     0.233    -0.876
     1.107     0.732     0.665
    -1.454     1.419    -0.150
     1.673    -1.993    -0.408
     0.979    -0.175     0.817
    -1.675     0.019    -0.994
     0.564    -0.215     0.522
    -1.540     1.951     0.371
     1.171    -1.590    -0.017
    -1.950    -1.457    -0.106
    -0.251    -0.651    -0.198
     0.289     1.064     0.138
     1.335     1.120     0.424
    -0.700    -0.428    -0.586
     0.045     1.118     0.019
    -1.598    -1.769     0.197
    -1.724    -0.607    -0.812
     1.772    -1.503     0.067
     1.985     1.052     0.454
    -1.077     1.355    -0.189
     0.315    -0.757     0.225
    -1.456     0.746    -0.730
     1.232     1.912    -0.316
    -0.635    -1.982     0.237
     0.217    -0.089     0.215
    -1.153    -0.873    -0.588
     0.708    -1.720    -0.097
    -1.897    -0.781    -0.673
     0.553    -0.461     0.470
     0.535     0.884     0.323
    -1.112    -1.114    -0.395
    -0.949     0.118    -0.807
     0.270     0.091     0.266
     1.190    -0.661     0.733
    -0.205     1.289    -0.057
    -0.168    -0.517    -0.146
    -0.092    -0.663    -0.072
     0.046    -1.584    -0.001
    -0.480    -0.932    -0.276
     0.863     1.600    -0.022
     1.082    -1.385     0.163
    -0.456     1.481    -0.039
    -1.481    -1.620     0.049
     1.742     0.527     0.852
    -0.533     1.866     0.148
    -0.454    -1.826     0.111
    -0.321    -1.366    -0.064
     0.195     0.433     0.176
     0.775    -1.581    -0.007
     0.277     1.093     0.126
    -1.176     1.098    -0.421
    -0.544     1.230    -0.173
     0.883     1.253     0.241
    -0.143     0.476    -0.127
     0.080     0.256     0.078
     0.309     0.102     0.303
     1.782     1.639    -0.066
     1.069     0.149     0.867
     1.903     0.108     0.940
     1.697     1.298     0.267
     1.882     1.310     0.246
     0.914     0.066     0.790
    -0.668    -0.456    -0.556
    -0.320    -0.899    -0.196
    -0.703     1.861     0.185
    -1.573    -1.691     0.120
    -1.912     1.896     0.301
    -0.970    -0.207    -0.807
     0.202     1.872    -0.060
     0.113    -1.223     0.039
    -1.740    -1.376    -0.190
     1.709    -1.560     0.011
    -1.159     0.770    -0.658
     0.558    -1.971    -0.207
     0.606    -0.359     0.533
     0.821    -1.314     0.186
     1.187     1.413     0.146
     1.443     1.621    -0.050
     1.298     0.516     0.837
    -0.448    -0.540    -0.372
     1.354     1.211     0.344
    -0.721     0.483    -0.584
     0.236    -0.764     0.169
    -1.896     0.748    -0.695
     1.662     1.166     0.392
     1.733    -0.155     0.975
     1.245    -1.783    -0.199
    -0.131     0.340    -0.124
    -0.012     1.311    -0.003
    -1.102     0.754    -0.651
     1.825    -0.535     0.833
     1.541    -0.738     0.740
    -1.073    -0.155    -0.868
     0.174    -1.060     0.085
    -0.845     1.505    -0.049
    -1.764     0.401    -0.904
     0.340    -0.163     0.329
     1.944    -0.775     0.665
    -1.392    -0.180    -0.968
    -1.903     1.391    -0.169
     0.894     1.246     0.249
     1.990     1.305     0.240
    -0.825     0.799    -0.512
     0.720     1.050     0.328
     1.363     1.222     0.334
     0.373     0.035     0.365
    -1.370     0.287    -0.940
    -0.068    -1.116    -0.030
    -1.078     0.943    -0.517
     0.983    -1.556     0.012
    -0.785    -0.751    -0.517
    -1.500    -0.125    -0.990
    -0.682     0.674    -0.492
     1.305     1.973    -0.378
    -0.446     0.653    -0.343
     1.875    -1.745    -0.166
    -0.957     1.341    -0.186
     0.594    -0.860     0.365
    -1.993     0.485    -0.807
     0.739    -1.132     0.286
    -1.152    -1.716     0.133
     0.761     0.137     0.683
     0.455    -1.735    -0.072
    -1.200    -0.060    -0.930
    -1.611     1.282    -0.284
     0.175     0.999     0.094
     1.734    -1.837    -0.260
     1.962    -1.167     0.363
     0.239     1.579    -0.002
    -1.064    -1.781     0.182
     0.377    -0.155     0.364
    -0.229     1.860     0.065
    -0.535    -1.999     0.212
    -1.632    -1.417    -0.153
     0.530    -1.089     0.234
     1.369    -0.688     0.757
    -1.630    -1.273    -0.293
    -1.122    -1.443    -0.115
    -0.242    -1.983     0.096
    -0.347     0.884    -0.216
     1.977    -0.710     0.697
     0.081     1.071     0.039
     0.429    -1.760    -0.078
     1.253     0.847     0.629
     0.637     0.281     0.571
    -0.128     0.678    -0.099
     0.332    -0.056     0.326
    -1.277     0.444    -0.864
     0.850     1.219     0.259
    -0.487     1.354    -0.101
    -0.621    -1.601     0.018
     0.613     0.189     0.565
     0.053     0.950     0.031
     1.774    -1.625    -0.053
    -1.996     1.755     0.167
    -0.479    -0.670    -0.361
    -1.509     0.595    -0.827
    -0.900     1.138    -0.329
    -0.810    -0.556    -0.615
     0.851    -0.143     0.745
    -0.943    -0.544    -0.693
    -1.368     1.901     0.317
    -1.411    -1.055    -0.487
    -1.098     1.222    -0.304
     0.390    -0.393     0.352
     0.391     0.172     0.375
    -1.591    -1.289    -0.278
    -0.275     1.400    -0.046
     1.295     0.625     0.780
     0.778    -0.744     0.516
    -0.832    -1.577     0.004
    -1.277    -0.164    -0.944
     0.015     1.585    -0.000
    -0.835     0.586    -0.618
    -0.177    -0.288    -0.169
     1.010    -0.889     0.534
    -0.955    -1.515    -0.045
    -0.538    -1.432    -0.071
    -1.290    -0.874    -0.617
     0.795     0.514     0.622
    -0.327    -0.666    -0.252
     0.364    -0.467     0.318
    -0.108    -0.781    -0.076
    -1.109    -0.770    -0.643
     0.192    -1.430     0.027
    -0.756     0.883    -0.435
     0.951     1.181     0.309
     0.955    -1.607    -0.029
    -0.489    -1.594     0.011
    -0.613    -1.245    -0.184
    -1.531     0.684    -0.775
    -1.367     0.154    -0.968
     0.492     0.893     0.297
     0.198    -1.892    -0.062
    -0.818    -1.240    -0.237
    -1.956    -0.694    -0.712
     1.397     0.903     0.610
     0.436     1.385     0.078
     1.005     1.631    -0.051
     1.284     1.312     0.245
     0.808     0.481     0.641
     0.571     1.287     0.151
    -0.165    -0.555    -0.139
     0.146     1.132     0.062
     1.688    -1.806    -0.232
    -1.504     0.072    -0.995
    -0.660    -0.484    -0.542
     0.988    -0.453     0.751
     0.704     0.439     0.586
     0.069     1.604    -0.002
    -0.469    -1.623     0.024
     1.977    -1.352     0.200
     1.233     0.391     0.872
    -0.598    -0.760    -0.408
    -0.345     1.627     0.019
     0.493     1.540     0.015
     1.944    -1.182     0.353
    -1.560    -1.772     0.200
    -1.479     1.735     0.162
    -0.908     0.362    -0.737
     1.130     0.597     0.748
     1.483    -0.699     0.762
    -0.047     1.234    -0.015
    -0.497     1.270    -0.141
    -1.703    -1.466    -0.104
     1.308     0.769     0.694
     1.771    -1.825    -0.247
    -0.942     0.397    -0.746
     0.596    -0.567     0.473
    -1.129    -1.429    -0.128
    -0.450     0.521    -0.377
    -1.714     0.671    -0.775
    -1.292     0.937    -0.570
     1.287     1.981    -0.383
    -0.882     1.645     0.057
    -1.668    -1.271    -0.294
    -1.275     0.832    -0.644
    -0.112    -0.007    -0.112
    -0.541     0.781    -0.366
    -0.256     1.888     0.079
     1.084    -1.002     0.476
    -1.070    -0.907    -0.540
    -0.682     1.597     0.016
    -1.041    -1.451    -0.103
     0.916     0.551     0.676
     1.851    -0.856     0.630
    -1.453    -1.706     0.134
    -1.568     1.013    -0.529
     0.950    -1.859    -0.231
     0.312    -0.334     0.290
     0.754    -1.460     0.076
    -1.268     0.389    -0.883
    -0.802     1.343    -0.162
     0.548     0.278     0.501
     0.369     1.826    -0.091
    -0.090    -1.254    -0.028
    -1.700     0.178    -0.976
     1.778    -1.886    -0.303
     1.375     0.770     0.705
     0.508    -1.916    -0.165
     0.968     0.525     0.713
    -0.054    -1.525    -0.002
    -0.095    -1.980     0.038
     0.888     1.864    -0.224
     1.652     0.262     0.963
    -0.504     0.505    -0.422
     1.319    -1.602    -0.031
    -0.047    -0.485    -0.041
    -1.100     0.581    -0.745
     0.273     0.230     0.263
    -0.084     1.599     0.002
    -0.761    -1.575     0.003
     0.030    -1.159     0.012
    -1.464    -0.362    -0.930
    -1.219     0.821    -0.640
     0.504    -0.827     0.327
    -0.493    -0.203    -0.463
    -0.594     1.481    -0.050
     0.385    -1.213     0.131
     1.723    -0.598     0.817
     1.787     1.628    -0.056
    -1.499     0.534    -0.858
     0.614    -1.549     0.013
     0.396    -0.959     0.221
    -0.853     0.037    -0.753
    -0.901    -0.620    -0.638
     0.776     0.265     0.676
    -1.524    -1.828     0.255
    -1.935     0.051    -0.933
     0.815    -0.953     0.422
     1.080    -0.402     0.812
    -1.632    -1.386    -0.184
     1.364    -1.061     0.478
    -0.691    -1.644     0.046
     0.016     0.465     0.015
     1.865     0.205     0.937
    -0.639    -0.968    -0.338
     1.207     1.596    -0.024
     0.224     0.827     0.151
     1.101     1.171     0.347
     1.172    -1.301     0.246
     0.771     0.918     0.423
    -0.479    -0.648    -0.367
     0.304     0.068     0.298
     0.906    -1.844    -0.212
    -1.319    -1.671     0.097
     1.366    -0.700     0.749
     1.693    -1.974    -0.390
    -1.186     0.046    -0.926
    -0.182    -0.731    -0.135
     1.832     1.780    -0.201
    -0.591     0.371    -0.519
     0.207     1.556     0.003
    -1.706    -0.301    -0.946
     0.035     0.995     0.019
    -0.539     0.392    -0.474
    -0.234     0.270    -0.224
     0.824    -0.121     0.729
     1.464     0.063     0.992
     0.431    -0.986     0.230
     0.071    -1.343     0.016
     0.473     0.157     0.450
     0.187    -0.080     0.185
     0.651     0.254     0.586
     1.540    -1.273     0.294
    -1.033     0.835    -0.576
    -1.995     0.193    -0.895
    -0.064    -1.122    -0.028
    -1.043     0.361    -0.808
     0.846     1.470     0.075
     1.674     0.121     0.987
     1.410    -1.572    -0.001
     0.725     1.371     0.132
     0.225     0.315     0.212
     0.393    -1.269     0.114
    -0.021     0.890    -0.013
    -0.372    -1.969     0.141
     1.118    -0.992     0.492
     1.132    -1.686    -0.104
    -0.159     0.630    -0.128
    -0.700    -0.238    -0.626
    -1.821     1.408    -0.157
     0.952     0.074     0.812
    -1.435     0.095    -0.986
     0.635     0.541     0.509
     1.811    -1.801    -0.222
     1.385    -1.930    -0.345
     1.457    -1.546     0.025
    -0.082     1.808     0.019
    -1.717    -0.095    -0.985
     1.749     0.959     0.565
     0.958    -1.621    -0.041
     0.402     1.420     0.059
    -1.899     1.845     0.257
     0.069     1.313     0.018
    -1.618     0.387    -0.925
    -0.967     0.650    -0.655
     0.133    -1.212     0.046
     1.683    -0.328     0.941
     1.855    -1.255     0.298
    -1.404    -0.960    -0.565
    -0.432     0.943    -0.246
    -0.452     0.355    -0.409
    -1.092     1.242    -0.287
    -1.207    -1.875     0.280
     0.853     0.576     0.632
    -0.515    -1.607     0.018
    -1.310     1.553    -0.017
     0.394     0.874     0.246
     0.154     1.160     0.061
     1.409    -1.082     0.464
     1.077     1.127     0.378
    -1.383     1.226    -0.332
     0.132     0.747     0.096
     1.081     0.935     0.524
    -0.430     0.703    -0.318
     0.221     1.015     0.116
     1.216     0.098     0.933
     0.860    -1.271     0.224
     0.844     0.433     0.678
     1.916     0.735     0.698
     1.300     1.933    -0.341
     0.582     0.754     0.401
    -0.262    -0.235    -0.252
    -1.546     0.783    -0.708
     1.196    -0.358     0.872
    -0.599     0.813    -0.388
    -1.340     1.784     0.206
    -0.441     1.199    -0.155
     1.004     0.630     0.682
     0.531     1.504     0.034
     0.829    -0.101     0.734
    -0.666     0.237    -0.601
     0.130     1.762    -0.025
     1.000    -0.988     0.463
    -0.785     1.213    -0.248
    -0.782    -0.355    -0.661
    -0.940     1.702     0.105
     0.718    -0.386     0.610
     0.324     0.671     0.250
     1.748     0.126     0.977
     0.196     0.007     0.195
    -0.113    -1.639     0.008
    -0.378    -0.324    -0.350
    -1.635     1.628     0.057
     1.170     0.759     0.668
    -0.444     0.018    -0.430
    -0.951    -0.472    -0.725
    -0.539    -0.212    -0.502
     1.991    -1.367     0.185
    -0.686     0.711    -0.480
    -0.854    -0.289    -0.723
     0.227     0.488     0.199
    -1.780    -0.421    -0.893
    -0.873    -0.700    -0.586
    -1.454    -1.176    -0.382
     1.067    -1.024     0.455
     1.333    -0.867     0.629
     0.090    -1.658    -0.008
    -1.885     0.807    -0.658
     1.387    -0.016     0.983
     0.890     0.938     0.459
     0.957    -0.861     0.533
     1.059     1.553     0.015
     1.800    -1.414     0.152
     0.023     1.669    -0.002
    -1.746    -0.434    -0.893
    -1.458     1.407    -0.162
     1.249    -1.510     0.058
    -1.168     1.371    -0.182
